股票代號,代號,名稱,掛牌最高,掛牌最低,資金用途,掛牌日期,資金用途分類
3012,30121,廣輝一,115,79.95,,,
3012,30122,廣輝二,118.5,88,,,
3013,30131,晟銘電一,135,100,,,
3013,30132,晟銘電二,135,100,,,
3013,30133,晟銘電三,297,114,償還銀行借款4.49億,2023/11/16,償還銀行借款
3013,30134,晟銘電四,140,99.3,轉投資泰國子公司2.7億，償還銀行借款2.35億,2024/10/18,償還銀行借款
3016,30161,嘉晶一,163,89,,2007/6/13,
3016,30162,嘉晶二,114.85,94.8,購買機器設備1.8億，充實營運資金1.2億,2011/6/15,充實營運資金
3016,30163,嘉晶三,274,103.5,償還銀行借款6億,2019/10/31,償還銀行借款
3016,30164,嘉晶四,122.95,95.5,現金增資2.97億，嘉晶四募得5億，購置機器設備及其相關安裝工程9.6億,2022/3/29,資本支出
3016,30165,嘉晶五,110.9,0,購置機器設備及相關安裝工程 5.08億,2024/7/26,資本支出
3017,30171,奇鋐一,115,98.75,,2010/12/16,
3018,30181,同開一,336,103.05,現金增資0.9億，5000張/18元，同開二、同開一募得1.9億，償還銀行借款0.4億，充實營運資金2.4億，與同開二同時發行,2014/11/19,償還+充實
3018,30182,同開二,141.85,90.1,現金增資0.9億，5000張/18元，同開二、同開一募得1.9億，償還銀行借款0.4億，充實營運資金2.4億，與同開一同時發行,2014/11/20,償還+充實
3018,30183,同開三,216,101.5,償還銀行借款2億,2017/7/14,償還銀行借款
3018,30184,隆銘綠能四,125,99.65,償還銀行借款0.85億，充實營運資金3.02億,2021/9/16,償還+充實
3019,30191,亞光一,235,115.35,,,
3019,30192,亞光二,157,99.5,,2009/9/5,
3019,30193,亞光三,110.5,96.2,增建無塵室工程及購置機器設備7億，轉投資Asia Optical International Ltd 13億，與亞光四同時發行,2011/5/27,資本支出
3019,30194,亞光四,110.5,96.1,增建無塵室工程及購置機器設備7億，轉投資Asia Optical International Ltd 13億，與亞光三同時發行,2011/5/30,資本支出
3020,30201,奇普二,125,90.1,,,
3021,30211,衛道一,112.9,36.9,,,
3022,30221,威達一,157,93,,2008/1/11,
3023,30232,信邦二,119.2,86.1,,2007/1/18,
3023,30233,信邦三,134.5,98,,2010/5/15,
3023,30234,信邦四,129,103,償還銀行借款3億,2012/3/5,償還銀行借款
3023,30235,信邦五,197,102.1,償還銀行借款3億,2014/6/23,償還銀行借款
3023,30236,信邦六,206,107.5,償還銀行借款5億,2017/6/8,償還銀行借款
3023,30237,信邦七,193,113.5,償還銀行借款13.39億,2020/12/15,償還銀行借款
3023,30238,信邦八,134.05,99.5,償還銀行借款10.3億,2022/12/12,償還銀行借款
3024,30241,憶聲一,179,104,,,
3025,30251,星通一,318,100,,,
3026,30261,禾伸一,181,104.6,,,
3026,30262,禾伸二,181,97,,,
3026,30263,禾伸三,114.5,98.2,,2010/6/13,
3027,30271,盛達一,113.5,95,,2010/9/6,
3028,30281,增你強一,118.6,100,,,
3028,30282,增你強二,153,92,,,
3028,30283,增你強三,132,85.2,0,2006/6/9,
3028,30284,增你強四,154,102,償還借款6.06億,2021/8/3,償還銀行借款
3029,30291,零壹一,174,102.5,,,
3029,30292,零壹二,154,94,償還銀行借款5.07億,2014/5/19,償還銀行借款
3033,30331,威健一,131,100,,,
3033,30332,威健二,173,102,,,
3033,30333,威健三,126,96,償還銀行借款8億，發行8000張CB，3年期，轉換價格27.79元，約28787張股票,2011/6/20,借新還舊
3033,30334,威健四,140.25,102.8,償還銀行借款8億，發行2000張CB，3年期，轉換價格18.12元，約當50718張股票；同時辦理現金增資募資6億，40000張股票，每股15元發行。,2016/8/22,借新還舊
3033,30335,威健五,192,102.55,償還銀行借款10億，發行10000張CB，5年期，轉換價格18.02元，約當52854張股票,2020/11/3,借新還舊
3033,30336,威健六,146,95.5,償還銀行借款20億，發行20000張，5年期(2022/6/1-2027/6/1)，轉換價格34.27元，約當58360張股票,2022/6/1,償還銀行借款
3033,30337,威健七,110.4,100,償還銀行借款25億，發行25000張，5年期，轉換價格         元，約當       張股票,2024/9/11,償還銀行借款
3034,30341,聯詠一,0,0,,2005/6/12,
3034,30342,聯詠二,122,96.9,,2006/5/28,
3036,30362,文曄二,125,98,,,
3036,30363,文曄三,124.9,93,,,
3036,30364,文曄四,158,99,,,
3036,30365,文曄五,154,105.2,償還銀行借款15億,2016/7/7,償還銀行借款
3036,30366,文曄六,330,104,償還銀行借款12億,2019/7/1,償還銀行借款
3038,30381,全台一,233,122.1,,,
3038,30382,全台二,225,144.2,,,
3038,30383,全台三,141.5,89.9,,,
3038,30384,全台四,120,99.8,,2010/10/12,
3039,30391,宏傳一,102.4,102.4,,,
3039,30392,宏傳二,107,88.55,,,
3041,30411,揚智一,293,100.5,,,
3042,30421,晶技一,191,93.05,,,
3042,30422,晶技二,166,90,,2006/10/28,
3042,30423,晶技三,116.9,97,,2010/1/1,
3042,30424,晶技四,112.1,98,購買機器設備4.39億，償還銀行借款4億,2013/1/25,償還銀行借款
3042,30425,晶技五,121.2,99.65,110年3Q償還銀行借款6億，111年2Q購買機器設備6.79億，共需12.79億。發行第五次無擔保可轉債12000張(詢圈)。轉換價138元，預計增加8695張股票。,2021/7/26,借新還舊
3043,30431,科風一,278,101,,,
3043,30432,科風二,117.2,95.75,現金增資5億，25000張/20元，科風二募得3億，償還銀行借款8億,2011/10/24,償還銀行借款
3045,30451,台灣一,146,113,,,
3045,30452,台灣大二,182,106,,,
3045,30453,台灣大三,116.65,100.1,償還債務100億,2016/11/22,償還銀行借款
3045,30454,台灣大四,100.8,97.65,償還債務100億,2025/2/24,償還銀行借款
3045,30455,台灣大五,104.5,99.5,償還債務100億,2025/2/25,償還銀行借款
3047,30471,訊舟一,109.4,92.2,,,
3047,30472,訊舟二,178,87.45,,2007/5/7,
3047,30473,訊舟三,192,102,,2009/9/7,
3047,30474,訊舟四,120,96.5,,2010/6/19,
3047,30475,訊舟五,153,102,充實營運資金2.7億,2011/12/8,充實營運資金
3047,30476,訊舟六,128.9,99.65,償還銀行借款4億,2013/2/27,償還銀行借款
3047,30477,訊舟七,368,106,,2021/3/30,
3047,30478,訊舟八,0,0,償還銀行借款5.05億，發行CB8共計5000張。,,借新還舊
3048,30481,益登一,128.1,99.85,償還銀行借款3.09億,2014/7/11,償還銀行借款
3050,30501,鈺德一,139,96,,,
3051,30511,力特一,348,125.55,,,
3051,30512,力特二,420,101.05,,,
3054,30541,萬國一,153,100,發行第一次有擔保CB 3600張，新產品研發1.5億，償還負債1.45億，長期投資0.65億。共計3.6億。,,償還銀行借款
3054,30542,萬國二,289,105.8,發行國內第二次有擔保CB2500張，充實營運資金0.95億，償還銀行借款 1.55億，共計2.5億。,2012/11/27,償還+充實
3054,30543,萬國三,125.5,99.7,償還銀行借款1.75億，充實營運資金1.75億,2014/1/2,償還+充實
3055,30551,蔚科一,114,95,,,
3056,30561,駿億一,100,99,,,
3056,30562,總太二,143.5,99.05,償還銀行借款4.31億，支付營建工程款-天匯 0.5億 雍河 0.79億 春上 1.4億,2013/5/13,償還銀行借款
3057,30571,喬鼎一,146,99.6,,2011/1/4,
3058,30581,立德一,148,98.5,,2011/3/14,
3059,30591,華晶一,160,98.15,,,
3060,30601,銘異一,153,96,,,
3060,30602,銘異二,232,106.1,,2009/11/20,
3060,30603,銘異三,226,95,償還銀行借款5億，轉投資-銘宏材料科技(常熟)有限公司1.47億,2011/9/21,償還銀行借款
3061,30611,璨圓一,219,87,,,
3061,30612,璨圓二,228,107,,,
3061,30613,璨圓三,245,92.8,,,
3061,30614,璨圓四,115.7,97.5,,1900/1/0,
3066,30661,李洲一,215,101,,,
3068,30681,美磊一,119.5,92.6,,2010/10/26,
3071,30711,協禧一,144,101,,2010/2/16,
3073,30731,普格一,133,97.05,,2008/10/14,
3073,30732,普格二,132,86,,2008/10/14,
3073,30733,普格三,222,99.05,償還銀行借款2.5億，充實營運資金0.5億,2011/12/6,償還+充實
3079,30791,宏億一,120,97,,,
3085,30851,久大一,167,105.7,,2010/2/12,
3086,30861,華義一,158,99.6,償還銀行借款0.5億，充實營運資金2.5億,2014/12/23,償還+充實
3088,30881,艾訊一,129,104,充實營運資金5億元,2016/12/13,充實營運資金
3088,30882,艾訊二,167,105.1,償還銀行借款6.63億，充實營運資金1.81億,2023/8/28,償還+充實
3089,30891,展成一,103.45,80.5,,,
3089,30892,展成二,220,107,,1900/1/0,
3090,30901,日電一,188,99,,,
3092,30921,鴻碩一,213,99.85,償還銀行借款5.1億,2020/9/21,償還銀行借款
3092,30922,鴻碩二,116.6,94,現金增資2.62億，10000張/26.2元，鴻碩二募得2.68億，償還銀行借款5.3億,2023/7/4,償還銀行借款
3095,30951,及成一,109.5,37.2,,2007/12/7,
3095,30952,及成二 ,180,96,,,
3095,30953,及成三,115.6,97.5,,2011/2/11,
3095,30954,及成四,126.6,103.6,償還銀行借款 1.7億,2025/2/25,償還銀行借款
3099,30991,頂倫一 ,218,105,,,
3099,30992,頂倫二,151,90,,,
3122,31221,笙泉一,138,99.1,充實營運資金(購料支出) 2.04億,2021/9/27,充實營運資金
3122,31222,笙泉二,144,92.05,償還第一次轉換公司債1.99億，充實營運資金0.02億,2024/5/3,借新還舊
3126,31261,信億一,226,99.1,,2010/2/28,
3128,31281,昇銳一,121,99.8,償還銀行借款0.29億，充實營運資金0.7億,2014/3/4,償還+充實
3128,31282,昇銳二,125,95.05,償還銀行借款3億,2023/7/3,償還銀行借款
3138,31381,耀登一,121.5,99.65,現金增資4億，2000張/200元，耀登一募得4億，興建營運總部7億，購買研發設備1億，充實營運資金0.84億,2022/1/18,充實營運資金
3138,31382,耀登二,114.95,97.5,國內第一次有擔保轉換公司債到期償還之本金4億，營運總部之工程款3.24億，營運總部之室內裝修款0.9億,2025/1/10,資本支出
3141,31411,晶宏一,489,111.1,購置大樓2.91億，償還銀行借款0.56億，充實營運資金0.8億，共計4.28元。發行3.5億有擔保CB,2020/11/25,借新還舊
3141,31412,晶宏二,128.1,94.4,償還銀行借款0.83億，充實營運資金7.24億,2021/12/27,償還+充實
3141,31413,晶宏三,130,95.9,償還銀行借款3.35億，充實營運資金4.73億,2024/5/20,償還+充實
3142,31421,遠茂一,112,99.5,,,
3144,31441,新揚一,153,100,,,
3144,31442,新揚二,123,79,,,
3149,31491,正達一,106.5,96,新建廠房及購置機器設備9.88億，與正達二同時發行,2014/8/25,資本支出
3149,31492,正達二,100.6,83,新建廠房及購置機器設備9.88億，與正達一同時發行,2014/8/26,資本支出
3149,31493,正達三,137,99.7,償還銀行借款5億,2021/3/26,償還銀行借款
3162,31621,精確一,135,94,,,
3162,31622,精確二,166,102,,2009/11/24,
3163,31631,波若威一,402,107,充實營運資金2億,2013/7/8,充實營運資金
3163,31632,波若威二,193,101.5,充實營運資金3億,2020/10/8,充實營運資金
3164,31641,景岳一,136.95,100.1,,2010/12/24,
3164,31642,景岳二,130,96.15,,2010/12/24,
3167,31671,大量一,230,90,償還銀行借款1.5億，實營運資金2.54億,2021/11/8,償還+充實
3171,31711,新洲一,113,101.5,現金增資1.6億，10000張/16元，新洲一募得2億，購買營運總部3.9億,2014/10/31,資本支出
3171,31712,新洲二,123,99.85,償還銀行借款3.57億，現增1.5億/7500張/20元。,2020/10/15,償還銀行借款
3188,31881,鑫龍騰一,125,100.4,土地營建工程款23.97億，可轉債3億，現增4.5億。,2019/11/25,資本支出
3202,32021,樺晟一,144,88.05,,2007/9/23,
3202,32022,樺晟二,115.6,98,現金增資1億，5600張/18元，償還樺晟公司銀行借款1.09億，轉投資協昱中山0.91億,2016/9/8,轉投資
3202,32023,樺晟三,183,103.2,充實營運資金1.55億，償還銀行借款1.45億，共計3億，發行CB3000張,1900/1/0,借新還舊
3202,32024,樺晟四,134.4,100.6,轉投資世紀樺欣風能公司4.52億。,2020/9/23,轉投資
3205,32051,佰研一,1100,107,置辦公大樓1.07億,2013/12/31,資本支出
3205,32052,佰研二,377,110,充實營運資金1億,2015/6/18,充實營運資金
3207,32071,耀勝一,155,97.6,償還銀行借款1.8億，充實營運資金0.4億,2024/3/25,償還+充實
3209,32091,全科一,157,100,,,
3209,32092,全科二,115.45,91.05,0,,
3209,32093,全科三,120.95,94.7,償還銀行借款6億,2017/10/24,償還銀行借款
3209,32094,全科四,150,96.2,償還銀行借款6.06億，充實營運資金28萬,2022/7/21,償還+充實
3211,32111,順達一,321,101,,,
3214,32141,元砷一,139,101.2,,,
3217,32171,優群一,119,98.5,,2010/1/24,
3218,32181,大學一,157,73.75,,2008/2/17,
3224,32241,三顧一,154,98,,2006/9/21,
3224,32242,三顧二,151,101.2,償還銀行借款1.5億,2014/7/24,償還銀行借款
3224,32243,三顧三,133,99.15,充實營運資金1.5億,2019/1/9,充實營運資金
3229,32291,晟鈦一,149.8,81.5,,,
3230,32301,錦明一,124.5,90,,2006/11/24,
3230,32302,錦明二,153,93.5,,2009/8/14,
3234,32341,光環一,120.5,100.65,償還銀行借款6億，充實營運資金4億，與光環二同時發行,2015/11/12,償還+充實
3234,32342,光環二,114.5,100,償還銀行借款6億，充實營運資金4億，與光環一同時發行,2015/11/13,償還+充實
3236,32361,千如一,170,93,轉投資AOBA公司1.36億,2011/12/28,轉投資
3252,32521,海灣一,159,24.2,,2007/1/16,
3252,32522,海灣二,231,100,償還銀行借款2億,2013/11/4,償還銀行借款
3252,32523,海灣三,130,100.45,現金增資2億，5000張/40元，海灣三募得2億，償還銀行借款4億,2014/5/29,償還銀行借款
3257,32571,虹冠電一,129,92,充實營運資金5.05億,2024/11/1,充實營運資金
3260,32601,威剛一,200,107,,,
3260,32602,威剛二,130,91,,,
3260,32603,威剛三,297,106.75,,,
3260,32604,威剛四,163,101.75,,2009/7/19,
3260,32605,威剛五,172,96,,2010/9/21,
3260,32606,威剛六,191,107,償還銀行借款15億元,2019/5/8,償還銀行借款
3260,32607,威剛七,224,109.1,償還銀行借款10億元,2020/9/28,償還銀行借款
3264,32641,欣銓一,153,95.3,0,,
3268,32681,海德威一,133.35,99.7,償還銀行借款0.4億，充實營運資金1.91億,2022/1/10,償還+充實
3271,32711,其樂一,203,105,,,
3271,32712,其樂二,149.2,90,,,
3272,32721,東碩一,137.95,98,轉投資東碩電子(昆山)有限公司5.01億,2015/3/5,轉投資
3272,32722,東碩二,150,98,償還國內第一次無擔保轉換公司債執行賣回之本金2.37億，充實營運資金1.64億,2018/2/12,借新還舊
3272,32723,東碩三,111.55,88,償還銀行借款3.26億,2024/3/7,償還銀行借款
3284,32841,太普一,114,98,,2010/6/8,
3284,32842,太普二,124.5,100.2,償還銀行借款2.1億,2012/5/7,償還銀行借款
3288,32881,點晶一,108.05,97,充實營運資金2.02億,2014/7/28,充實營運資金
3289,32891,宜特一,209,101.8,,,
3289,32892,宜特二,120.5,99.2,,2010/12/31,
3289,32893,宜特三,145.15,100.15,現金增資3.04億，4000張/76元，宜特三募得3.01億，償還銀行借款6.05億,2015/12/22,償還銀行借款
3289,32894,宜特四,123,93.45,現金增資8億，10000張/80元，宜特四募得4億，償還銀行借款12億,2016/12/5,償還銀行借款
3289,32895,宜特五,109,85.7,償還銀行借款7.25億，充實營運資金7.75億,2017/10/30,償還+充實
3290,32901,東浦一,174,105.3,償還銀行借款1.5億,2013/1/25,償還銀行借款
3290,32902,東浦二,117.6,99.6,現金增資2.6億，10000張/26元，東浦二募得2.5億，償還銀行借款2.95億，長期股權投資1.54億，充實營運資金0.6億,2013/12/11,償還+充實
3290,32903,東浦三,223,115.3,償還銀行借款3億，充實營運資金0.2億,2022/11/22,償還+充實
3294,32941,英濟一,102,63.2,,2007/11/13,
3294,32942,英濟二,123,98.8,償還銀行借款3億,2011/7/26,償還銀行借款
3296,32961,勝德一,190,96,,2007/3/2,
3299,32991,帛漢一,108,89,,,
3299,32992,帛漢二,167,104,,2009/12/15,
3299,32993,帛漢三,122,98,,2010/8/2,
3299,32994,帛漢四,206,105,,1900/1/0,
3303,33031,岱稜一,124,83,,2007/11/18,
3303,33032,岱稜二,178,100,,2009/6/28,
3303,33033,岱稜三,213,103.05,償還銀行借款3.5億，與岱稜四同時發行,2012/5/7,償還銀行借款
3303,33034,岱稜四,213,103,償還銀行借款3.5億，與岱稜三同時發行,2012/5/7,償還銀行借款
3303,33035,岱稜五,113,95,轉投資波蘭子公司 1.06億，償還銀行借款3.6億，充實營運資金0.59億，共計5.26億，發行CB5共5000張競拍105.28元,2024/11/26,借新還舊
3305,33051,昇貿一,153,84.5,,2006/11/17,
3305,33052,昇貿二,117,95,現金增資3億，昇貿二募得4億，償還銀行借款4.95億，充實營運資金2.05億,2011/6/7,償還+充實
3305,33053,昇貿三,278,110.9,償還銀行借款5.04億，CB3有擔2億，CB4無擔3億。,2020/12/18,借新還舊
3305,33054,昇貿四,268,105.9,償還銀行借款5.04億，CB3有擔2億，CB4無擔3億。,2020/12/21,借新還舊
3305,33055,昇貿五,214,99.5,償還銀行借款8.04億,2023/12/25,償還銀行借款
3308,33081,聯德一,193,102.75,,2009/6/21,
3308,33082,聯德二,160,99.2,,2010/9/3,
3310,33101,佳穎一,489,107.8,償還銀行借款3.64億，充實營運資金2.41億。,2020/9/18,償還+充實
3312,33121,弘憶股一,139,92.05,償還銀行借款10.05億,2024/6/25,償還銀行借款
3313,33131,斐成一,117,32.9,,2007/7/21,
3313,33132,斐成二,126,99.3,償還銀行借款2億,2013/9/4,償還銀行借款
3313,33133,斐成三,134.9,100.8,支付琉星建案營建工程款2.04億，支付城之樹建案營建工程款9.28億，共計11.32億，發行CB34000張競拍100元，同時辦現增52000張，認購價12元,2024/11/29,借新還舊
3322,33221,建舜一,135,99.7,償還銀行借款0.8億，轉投資海外事業間接投資大陸子公司2.65億,2011/12/6,償還銀行借款
3322,33222,建舜電二,120.9,99.75,償還銀行借款2億,2016/3/25,償還銀行借款
3322,33223,建舜電三,199,110,償還銀行借款 1.7億,2021/3/17,償還銀行借款
3322,33224,建舜電四,130,92,償還銀行借款2.57億，轉投資海外事業－泰國建舜 1.42億,2022/9/6,償還銀行借款
3322,33225,建舜電五,111.25,94.1,現金增資1.4億，8000張/17.6元，建舜電五募得1.5億，償還銀行借款2.9億,2024/9/2,償還銀行借款
3323,33231,加百裕一,135.2,91.5,,2008/5/9,
3323,33232,加百裕二,108.3,82,償還銀行借款5億,2011/7/22,償還銀行借款
3323,33233,加百裕三,172,99,現金增資2.24億，8000張/28元，加百裕三募得4億，償還銀行借款6.24億,2023/6/2,償還銀行借款
3324,33241,雙鴻一,174,99.7,現金增資1.32億，7000張/18.87元，雙鴻一募得1.5億，償還銀行借款1.74億，充實營運資金1.07億,2011/7/19,償還+充實
3324,33242,雙鴻二,243,110,現金增資3億，5000張/60元，雙鴻二募得3億，償還銀行借款3億，充實營運資金3億,2016/5/17,償還+充實
3324,33243,雙鴻三,190,107.3,償還銀行借款6億,2019/5/29,償還銀行借款
3324,33244,雙鴻四,500,100.8,償還銀行借款10億,2020/11/12,償還銀行借款
3324,33245,雙鴻五,154,105,充實營運資金15.07億,2024/7/31,充實營運資金
3325,33251,旭品一,162,107,,2010/2/20,
3325,33252,旭品二,140,99.75,償還銀行借款1億,2014/8/18,償還銀行借款
3325,33253,旭品三,236,115.3,償還銀行借款1億,2023/5/9,償還銀行借款
3338,33381,泰碩一,118,98,充實營運資金3億,2015/1/29,充實營運資金
3338,33382,泰碩二,138,100,充實營運資金3.03億,2019/8/20,充實營運資金
3339,33391,泰谷一,148.7,45.1,,2007/7/21,
3339,33392,泰谷二,106,96,償還銀行借款10億，與泰谷三同時發行,2014/5/9,償還銀行借款
3339,33393,泰谷三,109,96.85,償還銀行借款10億，與泰谷二同時發行,2014/5/9,償還銀行借款
3339,33394,泰谷四,261,100,現金增資1.13億，7580張/15元，泰谷四募得3.32億，償還銀行借款3億，充實營運資金1.46億,2021/9/2,償還+充實
3346,33461,麗清一,106.5,94.95,償還銀行借款 7.01億,2017/6/28,償還銀行借款
3346,33462,麗清二,201,90,償還第一次無擔保可轉債持有人執行賣回權之本金7億,2019/2/19,借新還舊
3346,33463,麗清三,142,96.95,現金增資2.45億，7000張/35元，麗清三募得3.5億，償還銀行借款5.95億,2021/1/15,償還銀行借款
3346,33464,麗清四,124.95,93,現金增資3.5億，10000張/35元，麗清四募得2億，購置廠房土地7.7億,2022/2/17,資本支出
3346,33465,麗清五,140.8,98.05,償還國內第三次無擔保轉換公司債1.89億，償還銀行借款1.1億,2022/12/28,借新還舊
3346,33466,麗清六,104.7,93.55,現金增資1.8億，發行價32元，6000張，第六次CB3000張，3.01億，償還銀行借款5.15億，充實˙營運資金0.0128億，共計5.16億。,2024/11/27,償還+充實
3356,33561,奇偶一,138,99.4,,2008/12/19,
3357,33571,臺慶科一,155,100,充實營運資金6.05億，償還銀行借款5億,2023/10/31,償還+充實
3362,33621,先進光一,129.9,98,償還銀行借款6億，充實營運資金8.79億,2024/7/16,償還+充實
3363,33631,上詮一,186,107,充實營運資金2.5億，海外轉投資-江西上詮通信科技有限公司1.5億,2013/6/26,充實營運資金
3363,33632,上詮二,200,96.5,償還銀行借款1億，充實營運資金3億,2018/9/6,償還+充實
3376,33761,日興一,186,91.15,,2008/4/6,
3376,33762,日興二,155,99.6,,2011/1/9,
3376,33763,新日興三,151,110,償還銀行借款12.76億，充實營運資金10.5億，共計23.26億，發行CB3共8000張，競拍120.85發行，現增8000張，170元發行。,2024/8/23,借新還舊
3380,33801,明泰一,159,84.5,,2005/12/25,
3380,33802,明泰二,137,99.15,充實營運資金15億，長期股權投資明泰電子（常熟）有限公司5.1億,2011/10/14,充實營運資金
3383,33831,新世紀一,216,102.3,,2008/5/26,
3383,33832,新世紀二,223,90,,2008/5/26,
3383,33833,新世紀三,290,95,,2009/6/21,
3383,33834,新世紀四,129.5,88.5,,2011/3/14,
3383,33835,新世紀五,108,98,,1900/1/0,
3388,33881,崇越電一,121.95,101.5,償還銀行借款3億，充實營運資金4.02億,2022/11/9,償還+充實
3390,33901,旭軟一,155,104.8,充實營運資金4億,2012/7/20,充實營運資金
3390,33902,旭軟二,133.75,105.1,購置工業用地(含其建物)及建置廠務設施共計4.5億，同時辦理現增10000張股票,2025/2/21,資本支出
3402,34021,漢科一,121,45.9,,2007/11/16,
3413,34131,京鼎一,120,99,充實營運資金10.2億。,2018/1/23,充實營運資金
3413,34132,京鼎二,243,105.1,充實營運資金20.1億。,2020/11/16,充實營運資金
3416,34161,融程一,132,100.5,,2010/8/24,
3416,34162,融程電二,212,108,興建營運總部5.52億,2021/3/22,資本支出
3416,34163,融程電三,165,107.3,充實營運資金5億,2024/1/25,充實營運資金
3419,34191,譁裕一    ,145,94.5,,,
3419,34192,譁裕二,127.9,99.6,,2010/11/19,
3431,34311,長天一,141.3,68,,2007/4/4,
3434,34341,哲固一,219,107,償還銀行借款0.95億，充實營運資金 0.55億，共計1.5億,2025/2/27,償還+充實
3438,34381,類比一,114.5,95,,2008/6/15,
3438,34382,類比二,129.5,102.05,購置辦公大樓暨裝潢工程與辦公設備 3.65億,2013/11/27,資本支出
3452,34521,益通一,118.05,69,,2008/6/6,
3452,34522,益通二,151,83,,2009/8/4,
3452,34523,益通三,110,65,,2010/3/8,
3454,34541,晶睿一,237,102.4,,2009/11/17,
3465,34651,祥業一 ,179,107,,,
3465,34652,祥業二,111,99.65,償還銀行借款0.5億,2014/2/27,償還銀行借款
3465,34653,進泰電子三,125.8,98.9,償還銀行借款5.19億，充實營運資金0.86億,2021/4/21,償還+充實
3465,34654,進泰電子四,107,97.1,現金增資2.4億，3000張/80元，進泰四募得4億，償還國內第三次轉換公司債5.6億，償還銀行借款0.82億,2023/5/11,借新還舊
3479,34791,安勤一,140,104,,2010/12/11,
3479,34792,安勤二,135,93.1,,2010/12/24,
3479,34793,安勤三,123,100.5,償還銀行借款6.5億，充實營運資金0.61億,2024/1/22,償還+充實
3483,34831,力致一,245,106.5,,,
3483,34832,力致二,169,91,轉投資子公司3.6億，現增1.6億,2020/2/20,轉投資
3483,34833,力致三,237,100,現金增資1.72億，3200張/54元，力致三募得3.24億，充實營運資金4.97億,2021/9/29,充實營運資金
3483,34834,力致四,154,100.25,現金增資3.5億，3125張/112元，力致四募得2億，償還銀行借款5.5億,2024/5/22,償還銀行借款
3484,34841,崧騰一,210,95.5,現金增資0.96億，3000張/32元，崧騰一募得2億，充實營運資金2.96億,2014/10/23,充實營運資金
3484,34842,崧騰二,135,99.3,償還銀行借款2.22億，充實營運資金0.83億,2021/2/5,償還+充實
3484,34843,崧騰三,160,105.5,現金增資2.14億，5800張/37元，崧騰三募得4億，償還銀行借款2.98億，充實營運資金3.18億,2023/4/24,償還+充實
3489,34891,森寶一,120,100,支付104年第一次有擔保普通公司債到期本息4.06億，發CB1有擔1億。,2020/12/14,借新還舊
3490,34901,單井一,172,131,現金增資1.5億，10000張/15元，單井一募得3億，興建土城廠辦大樓2.96億，自製生產模具、購置機器設備1.6億,2013/4/23,資本支出
3491,34911,昇達科一,142.6,103.2,,2010/10/22,
3491,34912,昇達科二,175,110.75,轉投資 UMT Holdings (Samoa) Limited 6.56億，償還銀行借款3.6億，充實營運資金1.7億,2024/8/28,償還+充實
3494,34941,誠研一,144.5,83.4,充實營運資金 1.7億，興建廠房及購置機器設備3.3億,2011/6/21,充實營運資金
3499,34991,環天一,144,71,,2007/5/11,
3499,34992,環天二,110,88.5,,2010/12/25,
3512,35121,皇龍一,128,99.35,償還銀行借款4.46億,2021/5/17,償還銀行借款
3514,35141,昱晶一,127,85.95,,1900/1/0,
3514,35142,昱晶二,145.5,100,,1900/1/0,
3516,35161,亞帝歐一,120.1,101.6,現金增資1.2億，6000張/20元，亞帝歐一募得3.53億，自建廠房9.5億,2024/10/18,資本支出
3518,35181,柏騰一,129.5,98,轉投資子公司－晶成材料6億，充實營運資金0.56億，共計6.56億，發行B1共3000張，競拍118.63發行，辦理現增12000張，25元。,2024/8/15,充實營運資金
3519,35191,綠能一,198,80.5,,2008/10/14,
3521,35211,鴻翊一,199,106,償還銀行借款2.3億,2020/12/25,償還銀行借款
3522,35221,御嵿一,159,102.1,現金增資3.3億，20000張/16.5元，御頂一募得1.7億，轉投資子公司晶宴公司4.5億，充實營運資金0.48億,2023/12/18,充實營運資金
3523,35231,迎輝一,117.9,96.15,,2010/5/10,
3526,35261,凡甲一,150,99.2,,2010/1/29,
3526,35262,凡甲二,197,102,償還私募第一次無擔保轉換公司債到期本金2億,2013/10/31,借新還舊
3526,35263,凡甲三,130.55,100.5,轉投資大陸子公司1.5億，償還銀行借款2.5億，充實營運資金1億,2017/3/15,償還+充實
3526,35264,凡甲四,356,103.9,充實營運資金6.06億,2019/9/30,充實營運資金
3526,35265,凡甲五,174,99,充實營運資金8.08億,2022/2/14,充實營運資金
3526,35266,凡甲六,140,104,充實營運資金10.1億,2024/1/29,充實營運資金
3527,35271,聚積一,231,110.5,充實營運資金3.03億,2017/11/2,充實營運資金
3533,35331,嘉澤一,167,112.8,現金增資10.62億，2500張/425元，嘉澤一募得10.62億，充實營運資金17.56億，興建辦公大樓及倉儲4.8億,2021/8/19,充實營運資金
3533,35332,嘉澤二,211,110.2,現金增資23.1億，3500張/660元，嘉澤二募得10.81億，充實營運資金33.91億,2023/3/9,充實營運資金
3535,35351,晶科一,113,98,,2010/8/23,
3535,35352,晶彩科二,128,100.5,償還銀行借款0.5億，充實營運資金1.5億,2014/9/9,償還+充實
3536,35361,誠創一,142.9,99.5,,2009/11/7,
3536,35363,誠創三,127,98.85,,1900/1/0,
3545,35451,敦泰一,134.7,91,充實營運資金10億,2013/6/17,充實營運資金
3548,35481,兆利一,325,101.6,現金增資2.4億，4000張/60元，兆利一募得4.38億，償還銀行借款2.85億，充實營運資金3.93億,2022/4/28,償還+充實
