id,type,date,company,code,source,category,importance,content,tags,importance_num,related_companies
126,個股報導,2025/05/23,聚陽,1477,美系券商,降評,⭐⭐,"• 昨日調降儒鴻目標後，今日調降聚陽評等。
• 修正25-27年EPS為$14/$16.4/$17.4，其中修正後的25-26年EPS還較24年衰退。
• 所持理由仍是匯率及關稅議題，其中關稅問題已影響美國客戶拉貨意願（像是Target 1Q result也不如預期）。
• 下修2Q營收增幅至高個位數from中低雙位數。",#降評 #關稅影響 #Target不佳,2,
127,個股報導,2025/05/26,穎崴,6515,美系券商,初評正向,⭐⭐⭐⭐⭐,"• 初評給予正向評等，預估25-27年EPS: $50.9/$62.4/$84.3，給予明年23xPE評價。
• 認為測試標準更嚴苛，以確保晶圓與晶片的良率。
• 測試介面將朝向更多針腳、更高速度、更嚴格公差發展，從而帶動探針卡與插座ASP翻倍。
• 同時因在地優勢，預期市佔率到27年上升至10-14%，且該市場的TAM還在持續長大。",#初評 #ASP翻倍 #市佔10-14%,5,
128,個股報導,2025/05/26,旺矽,6223,美系券商,初評正向,⭐⭐⭐⭐⭐,"• 初評給予正向評等，預估25-27年EPS: $30.6/$38.8/$51，給予明年25xPE評價。
• 認為測試標準更嚴苛，以確保晶圓與晶片的良率。
• 測試介面將朝向更多針腳、更高速度、更嚴格公差發展，從而帶動探針卡與插座ASP翻倍。
• 同時因在地優勢，預期市佔率到27年上升至10-14%，且該市場的TAM還在持續長大。",#初評 #ASP翻倍 #市佔10-14%,5,
129,個股報導,2025/05/28,廣達,2382,美系大行,升目標,⭐⭐⭐⭐⭐,• 上修rack-level出貨量到9.5k from 8k。,#rack_9.5k #升目標,5,
130,個股報導,2025/05/28,緯創,3231,美系大行,升目標,⭐⭐⭐⭐⭐,"• 上修美系企業客戶今年system-level的rack到5.2k from 4K。
• Top Pick從緯穎挪給技嘉。",#rack_5.2k #升目標,5,
131,個股報導,2025/05/28,富世達,6805,美系券商,重申正向,⭐⭐⭐⭐⭐,"• 維持預估25-27年EPS:$30/$43.6/$58.5，給予明年19xPE評價。
• 預期Nvidia下一代的rack-level server所要用到的QD是GB200/300的3倍，而ASIC server是GB200/300的7倍。
• 摺疊手機部分，華為現在全球市占率來到51%，1Q出貨量來到2.2M，3、4月份華為及聯想都有新機，有望支撐富世達2Q營收。
• 下半年還有更多高端的摺疊機問世。",#QD_3-7倍 #華為市佔51% #摺疊機,5,
132,個股報導,2025/05/28,緯穎,6669,亞系券商,升目標,⭐⭐⭐⭐⭐,"• 調高25-27年EPS至$177.5/$200/$247。
• 觀察到AWS T2動能延續到明年上半年，尤其4Q還要出high density的Ultra版本。
• 至於GB200，看到更多order win，其中包括Oracle擴大採購。
• 預期緯穎3Q開始compute tray組裝，有望助今明年營收多增加6/10%。",#T2_Ultra #Oracle #3Q組裝,5,
133,個股報導,2025/05/28,技嘉,2376,美系大行,升為Top Pick,⭐⭐⭐⭐⭐,"• Top Pick從緯穎挪給技嘉。
• 所持理由在於從Q1已看出毛利率有所進步，尤其高毛利率的顯卡熱銷，預期50系列動能延續到2-3季。
• AI server客戶多元，有分散到企業客戶及客製化的。
• 最後，若以明年EPS來看目前僅交易在11xPE，價值面具吸引力。",#Top_Pick #50系列 #PE僅11x,5,
134,個股報導,2025/05/29,台光電,2383,亞系券商,升目標,⭐⭐⭐⭐⭐,"• 上修25-27年EPS至$43.6/$48.7，預估27年$51.3，給予明年20xPE評價。
• 觀察台光電的客戶結構去年以Nvidia為主，今年變得更分散多元，預期非Nvidia客戶今年營收獲利會超過5成。
• 除了AWS T2動能延續到明年上半年外，預估台光電在Google市佔率持續上升。
• 新客戶Meta首批CCL出貨預期在今年3Q，且是有規模意義的量。
• 擴產進度：黃石廠300k/月已於本月投產、馬來西亞廠600k/月8月投產、中山廠600k/月今年底投產。",#客戶多元化 #Meta_3Q #擴產,5,
135,個股報導,2025/06/02,保瑞,6472,美系券商,初評正向,⭐⭐⭐⭐⭐,"• 預估25-27年EPS:$33.2/$49.5/$69，給予未來12個月的18xPE評價。
• 認為現在僅0.6xPER，低於區域同業的0.9x-1.8x。
• 肯定保瑞是CDMO及藥品銷售的新星。
• 21-24年的淨利透過併購與產品優化成長四倍，預估25-27年EPS CAGR 3成。
• 成長動能來自：1.透過開發新客戶與擴充產能推動CDMO業務管線成長；2.優化藥品銷售組合；3.對從Vigafyde取得的新藥獲益。
• 在美國擴CDMO降低地緣風險。",#初評 #CDMO #EPS_CAGR30%,5,
136,個股報導,2025/06/02,緯創,3231,美系券商,升目標,⭐⭐⭐⭐⭐,"• 最新預估25-27年EPS:$7.8/$10/$10.7，以14.6xPE評價，微升目標。
• 看到擴大從GPU module、baseboard、compute board、motherboard到system，推升營收往上。
• 第二，緯穎在客戶端的滲透率也在上升。
• 第三，主要客戶也在成長。",#產品線擴大 #滲透率上升,5,
137,個股報導,2025/06/03,川湖,2059,美系券商,升目標,⭐⭐⭐⭐⭐,"• 上修25-27年EPS至$97.5/$127/$149，後年毛利率預估到74%，給予19xPE評價。
• 預期今年稼動率近100%，明年上到130%。
• 近期一般型伺服器也有復甦。",#稼動率100% #明年130% #毛利率74%,5,
138,個股報導,2025/06/03,台燿,6274,亞系券商,升目標,⭐⭐⭐⭐⭐,"• 上修25-27年EPS至$11.3/$14.6/$17.4，給予明年17xPE評價，現在僅交易在11xPE。
• 認為台燿也是少數幾家能供M7/M8級CCL的廠商，1Q25即開始供M8。
• 認為5月營收可能受到匯率影響，但產業仍屬供不應求的狀態。
• 上修2Q稼動率到超過9成，預期下半年持續暢旺，預期毛利率趨勢逐季走揚；2Q-4Q為：22.7%/23.3%/24%。",#M8 #稼動率9成+ #毛利率走揚,5,
139,個股報導,2025/06/04,奇鋐,3017,美系券商,升目標,⭐⭐⭐⭐⭐,"• 調升25-26年EPS至$37.4/$41，給予明年20xPE評價。
• 觀察隨著水冷散熱在GB系列良率提升，再加上ASIC server正向需求不變。
• 認為匯率影響可控，所以在財務模型調高毛利率及OPM預估。
• 重申正向評等不變。",#水冷良率提升 #ASIC需求 #匯率可控,5,
140,個股報導,2025/06/04,貿聯,3665,美系大行,重申正向,⭐⭐⭐⭐⭐,"• 從Credo財報，維持對貿聯正向看法不變，維持25-27年EPS: $39.8/$47.8/$55.3。
• Credo的財報及展望皆優於預期，管理層認為NVLink Fusion打開AEC新的機會，不管是在GPU server還是ASIC server市場上都是。
• 同時提到，接下來還會新增2個hyperscalers客戶。
• 認為對合作夥伴貿聯是正向，尤其AI帶動高速傳輸及電源連接器需求成長。",#Credo #NVLink_Fusion #2個新客戶,5,
141,個股報導,2025/06/05,緯創,3231,美系券商,重申正向,⭐⭐⭐⭐⭐,"• 5月營收一舉超過2000億，QTD達成預估數85%，表現大幅優於預期，券商們都認為2Q還有上修空間。
• 不過美系大行認為同業未必有如此月增幅，原因在於緯創出是L10的compute tray，而同業出L11的rack，後者的組裝跟測試需要花更多時間。
• 美系券商觀察美系客戶拉貨順暢，原本就預估5-6月份會拉500-1000組GB200，顯示出貨節奏符合預期。
• 接下來還有Oracle及Cisco等新案要推出。
• 券商強調AI基礎佈建並非線形走勢，但對緯創而言，AI伺服器的獲利能力已超越NB。",#5月破2000億 #L10優勢 #Oracle_Cisco,5,
142,個股報導,2025/06/05,台達電,2308,美系大行,升目標,⭐⭐⭐⭐⭐,"• 雖下修25-27年EPS至$16.2/$18.7/$20.1，但給予今年30xPE評價。
• 上調的主要理由在於台達電與Nvidia合作新的電力解決方案：800V HVDC，每櫃的產值是現在GB200的10倍，且解決空間及銅線過載問題。
• 主要會應用在2027年的Rubin Ultra（基於Kyber架構，效率提升5%、銅線減少45%、維護成本降低70%）。
• 而在此之前，電力方案升級不停歇，比方今年GB300有50V DC獨立電源機櫃，明年再推出800V DC電源機櫃。
• 據此，因升級趨勢明確，技術領先，上調目標。",#800V_HVDC #產值10倍 #Rubin_Ultra,5,
143,個股報導,2025/06/06,川湖,2059,美系大行,重申正向,⭐⭐⭐⭐,"• 五月營收也受到匯率影響，不過QTD達成預估數的71%，表現優於預期。
• 重申正面評價不變。",#QTD_71% #優於預期,4,
144,個股報導,2025/06/06,智邦,2345,美系大行,營收續創新高,⭐⭐⭐⭐⭐,"• 認為QTD達成預估數的75%，表現優於預期。
• switch升級趨勢明確。
• 重申正面評價。",#QTD_75% #switch升級,5,
145,個股報導,2025/06/06,貿聯,3665,美系大行,重申正向,⭐⭐⭐⭐,"• QTD達成預估數68%，表現符合預期。
• AEC及相關伺服器傳輸線材需求持續成長。
• 認為目前PEG僅0.7，低於19-23年的1.0。
• 維持正面評價不變。",#PEG_0.7 #AEC需求,4,
146,個股報導,2025/06/06,台光電,2383,美系券商,升目標,⭐⭐⭐⭐⭐,"• 兩家5月營收開出後，認為都有受到匯率波動影響，但認為不影響產業地位跟升級趨勢。
• 在800G/1.6T switch的CCL兩家共取得超過8成市佔率（台光電主要），在ASIC市場也是如此。
• 預期6月台光電營收年增42%，台燿20%，7月續增。
• 上修台光電25-27年EPS:$43.2/$51:$60.5。",#市佔8成 #6月年增42% #升目標,5,
147,個股報導,2025/06/06,奇鋐,3017,美系大行,升目標,⭐⭐⭐⭐⭐,"• 五月營收創下歷史新高，上修25-27年EPS:$37.8/$45/$54.9，以今年22xPE評價。
• 認為2Q營收有望上修至季增20-25%，若以出貨量來看，3Q季持平到小增，4Q續增。
• 目前在GB系列cold plate市占率達7成。
• 但更重要的是另個主要客戶目前T2是氣冷，接下來的T2.5/T3，會用水冷。",#5月營收新高 #市佔7成 #T2.5水冷,5,
148,個股報導,2025/06/06,台燿,6274,美系券商,升目標,⭐⭐⭐⭐⭐,"• 兩家5月營收開出後，認為都有受到匯率波動影響，但認為不影響產業地位跟升級趨勢。
• 在800G/1.6T switch的CCL兩家共取得超過8成市佔率（台光電主要），在ASIC市場也是如此。
• 預期6月台光電營收年增42%，台燿20%，7月續增。
• 上修台燿至$13.8/$20/$25.7。",#市佔8成 #6月年增20% #升目標,5,
149,個股報導,2025/06/09,研華,2395,美系大行,重申正向,⭐⭐⭐⭐,"• QTD達成預估數的68%，表現符合預期。
• 重申今年年營收增長2成目標不變。
• 5月產品結構裡，Intelligent Systems年增35%、Intelligent Service年增68%。",#QTD_68% #年增2成目標,4,
150,個股報導,2025/06/09,緯穎,6669,美系券商,重申正向,⭐⭐⭐⭐⭐,"• 5月營收優於預期，QTD達成預估數的79%，表現亦優於預期。
• 預估2Q營收季增2成，對下半年展望正向。
• 除了ASIC外，還有GB200及Oracle。",#QTD_79% #2Q季增20%,5,
151,個股報導,2025/06/09,台光電,2383,美系券商,升目標,⭐⭐⭐⭐⭐,"• 恭喜進入台灣50！
• 上修明年EPS至$56.5，以20xPE評價。
• 認為在Rubin系列將拿回領導地位，而ASIC部分持續伴隨客戶們長大。
• 另外，觀察未來會有30層（現在18-26層）+混合材料，長期而言還有超過40層，整體難度與成本上升，良率也因此受限，不排除未來CCL漲價可能性。
• 對台光電領導地位深具信心，認為客戶在戰略考量上，仍會集中在他身上。",#台灣50 #30層+ #漲價預期,5,
152,個股報導,2025/06/09,雙鴻,3324,美系大行,升目標,⭐⭐⭐⭐,"• 認為5月營收受到匯率影響表現不如預期，但仍上修2Q營收展望到季增20-25%。
• 預期6月產能轉進水冷，cold plates、manifolds也進入量產。",#水冷量產 #2Q季增20-25%,4,
153,個股報導,2025/06/10,技嘉,2376,美系大行,重申Top Pick,⭐⭐⭐⭐,"• QTD達成預估數的96%。
• 認為這反應90天關稅豁免的急單，所以預期6月的月增幅會微降。
• 不過，還是重申正面評價不變。",#關稅豁免急單 #Top_Pick,4,
154,個股報導,2025/06/10,元太,8069,美系大行,維持EW,⭐⭐,"• QTD營收達成預估數的59%，表現不如預期。
• 短期內沒看到任何動能，且預期下半年營收可能持續下探。
• 維持EW評等不變。",#營收不如預期 #動能疲弱 #維持EW,2,
155,個股報導,2025/06/10,信驊,5274,美系大行,升評至OW,⭐⭐⭐⭐⭐,"• 今將信驊評等升至Overweight。
• 上修25-27年EPS至$88.6/$112.5/$140.8，給予今年56xPE評價。
• 預期北美CSP CAPEX明後年持續強勁成長。
• 今年上半年因DeepSeek等推論需求帶動一般型伺服器成長。
• 預期下半年RTX 600 PRO及PCIe GPU server（2～6顆卡）需求往上，同步帶動資安等需求。",#升評OW #推論需求 #RTX_600_PRO,5,
156,個股報導,2025/06/11,台達電,2308,美系券商,重申正向,⭐⭐⭐⭐⭐,"• 儘管受到匯率牽制，但仍繳出月增的五月營收成績單，QTD達成預估數的65%。
• 預期6月營收續增，同時預估2Q毛利率趨勢向上至32.5%，增0.7個百分點。
• 月營收結構裡，Infra年增49%、Power electronic年增13%（GB200出貨中）。
• 預估AI server power及水冷相關是今年成長動能，持續性有望維持到4Q。
• 維持OW評等不變。",#5月營收增 #毛利率32.5% #Infra年增49%,5,
157,個股報導,2025/06/12,技嘉,2376,美系券商,升目標,⭐⭐⭐⭐⭐,"• 上修25-27年EPS至$19.8/$24.6/$27.5，給予今年14xPE評價。
• 觀察VGA熱銷。
• AI server方面：Tier2 CSP及enterprise也很積極。
• 預估今年營收成長2成。",#VGA熱銷 #Tier2_CSP #營收增20%,5,
158,個股報導,2025/06/12,聯發科,2454,亞系券商,重申中性,⭐⭐⭐,"• 下修明年EPS至$69.5，反應明年ASIC營收減少（預估減少3成）。
• 認為原因在於，儘管聯發科已完成224G SerDes設計，但客戶端內部尚須修改，因此會遞延1-2個月，預期量產時間改落在明年4Q。
• 同時主要競爭對手高通也於6/9收購Alphawave，也希望強化SerDes。
• 目前這塊領域佈局的有聯發科、Marvell、Broadcom、Synopsys、Cadence、Alphawave。",#SerDes遞延 #高通收購Alphawave #中性,3,
159,個股報導,2025/06/13,鴻準,2354,美系大行,維持UW,⭐⭐,"• 認為Switch2為因應關稅問題，去年底就開始積極備貨。
• 鴻準作為唯一組裝廠並提供散熱等零組件，認為已反應在營收表現上。
• 然認為BoM cost高，營運槓桿低。
• 預估25-27年EPS為$3/$3.6/$3.7，後續買氣還要觀察。
• 維持UW評等不變。",#Switch2 #營運槓桿低 #維持UW,2,
160,個股報導,2025/06/16,全新,2455,亞系券商,升目標,⭐⭐⭐⭐⭐,"• 雖以匯率為由下修25-26年EPS至$3.8/$5.6，但給予未來四季度的27xPE評價。
• 800G光收發器在一般型及ASIC伺服器都在積極導入中。
• 同時AXT得到許可重啟磷化銦（InP）基板出口。
• 預估3Q營收有望季增3成。
• 全年維持雙位數成長不變，重申正向評等。",#800G #InP許可 #3Q季增30%,5,
161,個股報導,2025/06/16,聯發科,2454,美系大行,重申正向,⭐⭐⭐⭐⭐,"• 認為市場過度擔憂美系客戶TPU進度。
• 通路訪查認為TPU compute die的tape out時間落在8月中，而非市場傳言的9月底，而且I/O die已經taped out了。
• 客戶會用在訓練，而且是v8p，而非市場傳的v7e。
• 接下來認為聯發科也會取得2nm TPU(可能取名為v9)雖不確定是否為獨供，但至少營收貢獻能延續到2028年。
• 預估明年TPU貢獻聯發科營收美金10億，後年翻倍到20-30億美金。
• 重申正向評等不變。",#TPU_v8p #8月tape_out #明年10億美金,5,
162,個股報導,2025/06/16,東陽,1319,亞系券商,降目標,⭐⭐,"• 預估25-27年EPS為$6.6/$8.3/$9.2，改給予16xPE評價。
• 認為雖然股息殖利率超過4%，不過目前交易在17xPE接近歷史上緣。
• 而且2-3季為傳統淡季，就算關稅與匯率夾擊影響，東陽也每10天重新報價，但認為AM客戶也不至於因此加單。",#淡季 #PE歷史高點 #降目標,2,
163,個股報導,2025/06/17,台積電,2330,美系大行,重申正向,⭐⭐⭐⭐⭐,"• 考量匯率因素，認為每1%匯率變動，影響毛利率40bps。
• 下修下半年毛利率區間至55-56% from 58-59%，下修今明年EPS至$55/$64.6。
• 維持目標不變，因觀察台幣升值與台積電的PE評價及外資持股是正相關。
• 展望明年，預期美國廠漲價超過1成，其他廠漲價3-5%不等。
• Intel NovaLake的CPU與GPU還是會找台積電的2奈米代工。
• AI相關營收成長3-4成、資本支出維持400億美金、營收成長2成目標不變。
• 重申正向評等。",#明年漲價 #美國廠漲1成+ #2nm_NovaLake,5,
164,個股報導,2025/06/18,聯亞,3081,美系券商,重申正向,⭐⭐⭐⭐⭐,"• 重申SiPh營收貢獻將在2025/2026年達到77%/87%（vs. 2024年的42%）。
• 產業趨勢上，維持對800G SiPh CW雷射增長的正面評估。
• 近期InP供應商取得出口許可，觀察聯亞將會透過分散供應商及庫存槓桿運用（2吋升級至3吋）來分散地緣風險。
• 維持預估25-27年EPS: $5.98/$10.5/$18.2。
• 重申正向評等不變。",#SiPh佔比87% #InP許可 #800G,5,
165,個股報導,2025/06/19,瑞昱,2379,美系大行,升評升目標,⭐⭐⭐⭐,"• 下調25年至$32，但上修26-27年至$35/$39.8，給予明年18xPE評價。
• 車用乙太網路受惠中國國產化趨勢，預估在27年取得15-20%市占率。
• 然後PC audio codec and Ethernet下半年維持高毛利率，此領域競爭者較少，且預估PC 3Q出貨量季持平。",#車用乙太網路 #中國國產化 #市佔15-20%,4,
166,個股報導,2025/06/19,奇鋐,3017,亞系券商,升目標,⭐⭐⭐⭐⭐,"• 上修25-26年EPS至$39/$44，維持27年$49，以明年20xPE評價。
• 預估2Q營收季增24%，其中GB200拉貨順暢，3Q還有GB300，有望重新議價所以匯率帶來的衝擊可控。
• 另外ASIC客戶將轉進水冷，預期帶進獲利增長。
• 此外，研發腳步不停歇，有two-phase cooling、vapour chamber lid solution等。",#GB300 #ASIC水冷 #two-phase,5,
167,個股報導,2025/06/20,富世達,6805,亞系券商,升目標,⭐⭐⭐⭐⭐,"• 上修25-27年EPS，並給予30xPE評價。
• Hinges業務下半年動能強勁，因有3款摺疊新機發表（市佔率5成）v.s.上半年只有一款，預估該業務年增10-20%。
• 在伺服器上也大有斬獲，產品有sides、floating mounts、and QD，預估今年能貢獻營收達2成（去年僅5%）。
• 總的而言，預估全年總營收成長2-3成，上修2Q營收季增10-15% from 5-10%，動能延續到3Q。",#摺疊機市佔5成 #伺服器20% #營收增2-3成,5,
168,個股報導,2025/06/23,全新,2455,美系券商,重申正向,⭐⭐⭐⭐,"• 儘管2Q受到匯率及InP基板出口管制影響，但認為隨著出口許可恢復，預期下半年表現優於過往季節性表現。
• 其中，手機PA客戶市佔率提升，資料中心需求強勁（涵蓋接收與傳送元件）、以及WiFi路由器朝向WiFi 7轉移帶動的需求成長。
• 預期25-27年EPS:$5.2/$7.1/$9.4。
• 重申正向評等不變。",#InP許可恢復 #WiFi7 #資料中心,4,
169,個股報導,2025/06/25,台燿,6274,亞系券商,升目標,⭐⭐⭐⭐⭐,"• 上修25-27年EPS:$12.5/$17.5/$21.4。
• 觀察世芯、博通、Marvell三家公司的ASIC營收在23-27年CAGR達96%。
• 推升CCL用量，如NVDA的24層、AWS Tr2的26層等。
• 該產業持續升級，上游原料緊缺，需求若渴且無新的競爭者加入。",#ASIC_CAGR96% #CCL升級,5,
170,個股報導,2025/06/25,台光電,2383,亞系券商,升目標,⭐⭐⭐⭐⭐,"• 上修25-27年EPS:$43/$52.7/$61。
• 觀察世芯、博通、Marvell三家公司的ASIC營收在23-27年CAGR達96%。
• 推升CCL用量，如NVDA的24層、AWS Tr2的26層等。
• 該產業持續升級，上游原料緊缺，需求若渴且無新的競爭者加入。
• 外界有點多慮產能及定價。",#ASIC_CAGR96% #CCL升級 #原料緊缺,5,
171,個股報導,2025/06/25,富世達,6805,美系大行,初評正向,⭐⭐⭐⭐⭐,"• 首評給予正面評等，預估25-27年EPS:$28/$45/$63，給予明年23xPE評價。
• 認為手機轉軸業務也受惠明年愛瘋把市場打開，伴隨市場成長。
• 但最主成長在於伺服器業務。GPU & ASIC server要用的floating mount and QD，預估4年CAGR 14%，到27年營收有望達77億。
• 另外伺服器滑軌及機器人工業減速器未來可期。
• 預估伺服器業務到27年營收佔比達47%。",#初評 #伺服器47% #CAGR14%,5,
172,個股報導,2025/06/25,聯茂,6213,亞系券商,升目標,⭐⭐⭐⭐⭐,"• 上修25-27年EPS:$5.1/$6.4/$7.6。
• 觀察世芯、博通、Marvell三家公司的ASIC營收在23-27年CAGR達96%。
• 推升CCL用量，如NVDA的24層、AWS Tr2的26層等。
• 該產業持續升級，上游原料緊缺，需求若渴且無新的競爭者加入。",#ASIC_CAGR96% #CCL升級,5,
173,個股報導,2025/06/26,華邦電,2344,美系大行,升評至OW,⭐⭐⭐⭐⭐,"• 一口升評至OW，以今年1.3xPB評價。
• 認為DDR4在下半年將迎來上升週期，情境類似2017年NOR漲價。
• 且認為連低密度（<4Gb）都有可能漲。
• 8GB記憶體模組也可以透過4Gb x16的配置來實現，例如應用於網通設備。
• 此外認為SLC NAND報價上漲、NOR有望跟進。",#DDR4上升週期 #升評OW #NOR漲價,5,
174,個股報導,2025/06/26,弘塑,3131,美系券商,初評正向,⭐⭐⭐⭐⭐,"• 認為CoWoS、SoIC等新型先進封裝平台的需求能見度正在提升。
• TAM主要來自台積電封裝用的年度資本支出，此外還有OSAT廠的跟進。
• 初評給予正向評等。",#CoWoS #SoIC #初評,5,
175,個股報導,2025/06/26,信驊,5274,美系券商,升目標,⭐⭐⭐⭐⭐,"• 預估3Q營收季增5%，優於市場共識的-0.5~1.4%。
• 拉貨動能來自北美CSP，中國這邊暫歇。
• 高階BMC佔比增加，有望推升3Q毛利率至66-67%。
• 預估25-27年EPS$86.2/$128/$168，以2H26-1H27的45xPE評價。",#北美CSP #毛利率67% #高階BMC,5,
176,個股報導,2025/06/26,金像電,2368,亞系券商,升目標,⭐⭐⭐⭐⭐,"• 上修財務模型，同時提高PE評價。
• 觀察M8等級CCL開始被廣泛導入在AWS Trainium2、Google TPU、Meta MTIA等。
• 觀察中階CCL有可能在接下來季度裡漲價。",#M8 #CCL漲價 #AWS_TPU_MTIA,5,
177,個股報導,2025/06/26,聯茂,6213,亞系券商,升目標,⭐⭐⭐⭐⭐,"• 上修財務模型，同時提高PE評價。
• 觀察M8等級CCL開始被廣泛導入在AWS Trainium2、Google TPU、Meta MTIA等。
• 觀察中階CCL有可能在接下來季度裡漲價。",#M8 #CCL漲價,5,
178,個股報導,2025/06/26,台達電,2308,亞系券商,升目標,⭐⭐⭐⭐⭐,"• 反應匯率，修正25-26年EPS至$19.6/$23.5，以明年21xPE評價。
• 預期3Q營收季增高個位數，高於市場共識的2%。
• 水冷案續強。
• 電源管理方面：GB200到GB300，電源功率升級到12kW，提高ASP。
• 相信台達電是最早參與Kyber架構電源方案的廠商之一。",#12kW #Kyber #水冷,5,
179,個股報導,2025/06/26,萬潤,6187,美系券商,初評正向,⭐⭐⭐⭐⭐,"• 認為CoWoS、SoIC等新型先進封裝平台的需求能見度正在提升。
• TAM主要來自台積電封裝用的年度資本支出，此外還有OSAT廠的跟進。
• 初評給予正向評等。",#CoWoS #SoIC #初評,5,
180,個股報導,2025/06/26,台燿,6274,亞系券商,升目標,⭐⭐⭐⭐⭐,"• 上修財務模型，同時提高PE評價。
• 觀察M8等級CCL開始被廣泛導入在AWS Trainium2、Google TPU、Meta MTIA等。
• 觀察中階CCL有可能在接下來季度裡漲價。
• 上游Low Dk/Df原料方面，台燿都有確保到所需產能。
• 看到單子真的很滿，認為台燿受惠外溢單及新伺服器導入。",#M8 #外溢單 #訂單滿載,5,
181,個股報導,2025/06/26,廣達,2382,澳系券商,升目標,⭐⭐⭐⭐⭐,"• 維持25年$19，上修明後年至$25.5/$29.9，給予明年16xPE評價。
• 短中期看到GB系列帶動下半年營收提升，預期GB系列貢獻今年總營收佔比25-30%，量10k。
• 最重要的是，4Q開始加入Meta，明後年放量，認為廣達是主供。
• 另外微軟及甲骨文也有潛在市佔率提升的機會。",#Meta主供 #GB佔比25-30% #微軟甲骨文,5,
182,個股報導,2025/06/26,台光電,2383,亞系券商,升目標,⭐⭐⭐⭐⭐,"• 上修財務模型，同時提高PE評價。
• 觀察M8等級CCL開始被廣泛導入在AWS Trainium2、Google TPU、Meta MTIA等。
• 觀察中階CCL有可能在接下來季度裡漲價。
• 上游Low Dk/Df原料方面，台光電都有確保到所需產能。",#M8 #CCL漲價 #Low_Dk產能,5,
183,個股報導,2025/07/01,台達電,2308,亞系券商,升目標,⭐⭐⭐⭐⭐,"• 上修25-27年EPS至$18.4/$21.7/$24.4，以23xPE評價。
• 在電源供應管理上，觀察從23-25年的轉變是從uni-level to shelf-level，年底客戶也將陸續採用rack-level（BBU+超級電容+水冷散熱）。
• 趨勢是電源集中化，以降低冗餘率與總體成本，預估未來1瓦電力價值約可提升至0.10美元（USD），高於目前中階電源管理方案。
• 27年下半年的Rubin Ultra將採用高壓直流（HVDC）800V power rack。
• 預期明年就能透過12kW電源模組（競爭對手僅8kW）取得更多市佔率。
• 預估今年電源產品相關營收：
  - AI server power supplies：台幣400億
  - BBU：台幣100億
  - sidecar components：台幣250億",#rack-level #HVDC_800V #12kW #電源750億,5,
184,個股報導,2025/07/02,緯穎,6669,美系大行,維持正面,⭐⭐⭐⭐,"• 維持6月初看法不變：針對美系CSP的GB200訂單，緯創提供L10 compute tray，廣達是L11組裝與測試。
• 預期明年該客戶會下更多訂單，商業模式也會改變成大家自行處理compute tray、組裝與測試。
• 維持正面評價不變。",#GB200 #供應鏈,4,
185,個股報導,2025/07/02,廣達,2382,美系大行,維持正面,⭐⭐⭐⭐,"• 維持6月初看法不變：針對美系CSP的GB200訂單，緯創提供L10 compute tray，廣達是L11組裝與測試。
• 預期明年該客戶會下更多訂單，商業模式也會改變成大家自行處理compute tray、組裝與測試。
• 至於明年L11的訂單分配，認為該CSP有諸多供應鏈來源，目前尚未有能見度。
• 維持正面評價不變。",#L11 #組裝測試,4,
186,個股報導,2025/07/02,緯創,3231,美系大行,維持正面,⭐⭐⭐⭐,"• 維持6月初看法不變：針對美系CSP的GB200訂單，緯創提供L10 compute tray，廣達是L11組裝與測試。
• 預期明年該客戶會下更多訂單，商業模式也會改變成大家自行處理compute tray、組裝與測試。
• 此舉可以減少L10與L11拆分所引發的不必要爭議。
• 至於明年L11的訂單分配，認為該CSP有諸多供應鏈來源，目前尚未有能見度。
• 維持正面評價不變。",#L10 #商業模式改變,4,
187,個股報導,2025/07/03,新日興,3376,美系券商,升目標,⭐⭐⭐⭐⭐,"• 上修25-27年EPS至$7.6/$12.4/$17.2，以明年26xPE評價。
• 預估7-8月營收有望分別月增6%。
• 摺疊手機滲透率逐步攀升，新日興擁有自有的金屬射出成型（MIM）與R&D能力。
• 蘇州擴產也預計在明年1Q完成。
• 除了手機之外，觀察也在往AI伺服器及AR眼鏡發展。",#MIM #摺疊手機 #AI伺服器 #AR眼鏡,5,
188,個股報導,2025/07/03,萬潤,6187,美系大行,升目標,⭐⭐⭐⭐⭐,"• 雖維持EW評等，但上修目標。
• 預估25-27年EPS: $23.2/$15.7/$9.3。
• 上修台積電明年CoWoS至93k wpm，而萬潤是oS的獨供。
• Rubin系列的heat sink維持Graphene，消弭外界疑慮。
• 關於WMCM，台積電在今年底要建置10k以符合明年需求，到27年產能會擴至50k。
• Apple不光用在摺疊手機需求，還包括HBM及其他AI所需功能。",#CoWoS_93k #oS獨供 #WMCM #Graphene,5,
189,個股報導,2025/07/03,旺矽,6223,美系券商,重申正面,⭐⭐⭐⭐⭐,"• 重申預估25-27年EPS$34/$44/$58。
• 因客戶導入更多先進封裝設計（如chiplet架構），且針腳數（pin count）上升。
• 儘管預期VPC明年擴產小於MEMS，但VPC在1Q25已擴至1.2M from 900k。
• MEMS：3Q: 600k，到年底要擴至1m，明年double。",#chiplet #VPC_1.2M #MEMS,5,
