丁,秨絃基,程蔼基,程基,Μ絃基,Θユ秖,MA5,MA10,DIF12-26,MACD9,OSC,磕戈(じ),畉肂(じ),禦秈(じ),芥(じ),瞷纕(眎),ㄏノ瞯,磕ㄩ(眎),畉肂(眎),禦秈(眎),芥(眎),ㄩ纕(眎),ㄏノ瞯,ㄩ緇肂(眎),畉肂(眎),ㄩ(眎),临ㄩ(眎),讽≧眎计,讽≧瞯,戈ㄩが╄(眎),瞷讽≧(眎),讽≧ゑ瞯,禦秈,芥,禦芥禬(じ),戈仓璸禦芥禬(じ),禦秈(じ),芥(じ),戈ゑㄒ,禦芥禬(じ),щ獺仓璸禦芥禬(じ),禦秈(じ),芥(じ),щ獺ゑㄒ,禦芥禬(じ),犁坝仓璸禦芥禬(じ),禦秈(じ),芥(じ),犁坝ゑㄒ,禦芥禬(じ),猭仓璸禦芥禬(じ),禦秈(じ),芥(じ),猭ゑㄒ,禦芥畉,禦秈,芥
2004/5/7,5892.94,6040.26,5889.89,6040.26,919.59,1021.29,1128.45,-172.85,-87.48,-85.37,3262货,-11.7货,124货,129货,2.96窾,N/A,76.8窾,7.10窾,5.73窾,13.1窾,2983,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-66.9货,14249货,118货,185货,N/A,9.52货,-1000货,31.0货,21.5货,N/A,23.1货,-245货,38.4货,15.4货,N/A,-34.3货,12967货,188货,222货,N/A,N/A,N/A,N/A
2004/5/10,5929.72,5929.72,5803.74,5825.05,668.22,973.08,1086.99,-192.6,-108.5,-84.09,3231货,-31.0货,88.1货,114货,2.23窾,N/A,71.0窾,-5.81窾,8.55窾,2.96窾,2178,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-108货,14140货,74.6货,183货,N/A,4.62货,-996货,26.3货,21.7货,N/A,-19.3货,-265货,15.4货,34.6货,N/A,-123货,12844货,116货,239货,N/A,N/A,N/A,N/A
2004/5/11,5855.72,5890.6,5704.21,5886.36,895.37,956.19,1068.16,-206.2,-128.04,-78.16,3204货,-27.1货,136货,154货,3.64窾,N/A,69.2窾,-1.74窾,8.18窾,7.01窾,2751,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-39.7货,14100货,132货,172货,N/A,-22.1货,-1018货,20.8货,42.9货,N/A,-8.25货,-273货,29.5货,37.7货,N/A,-70.1货,12774货,183货,253货,N/A,N/A,N/A,N/A
2004/5/12,5970.56,6026.64,5950.51,5958.79,951.02,912.21,1055.13,-203.99,-143.23,-60.76,3192货,-11.9货,135货,144货,1.99窾,N/A,73.5窾,4.28窾,6.02窾,14.3窾,3.96窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-3.66货,14097货,131货,135货,N/A,5.97货,-1012货,27.0货,21.0货,N/A,22.1货,-251货,41.5货,19.4货,N/A,24.4货,12799货,200货,175货,N/A,N/A,N/A,N/A
2004/5/13,5928.57,5971.44,5878.61,5918.09,694.84,825.81,993.66,-204.09,-155.4,-48.69,3186货,-5.62货,105货,107货,1.80窾,N/A,70.9窾,-2.66窾,7.09窾,6.53窾,2.10窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-44.8货,14052货,97.8货,143货,N/A,-5.10货,-1017货,15.8货,20.9货,N/A,-11.2货,-262货,17.3货,28.4货,N/A,-61.1货,12737货,131货,192货,N/A,N/A,N/A,N/A
2004/5/14,5930.3,5934.8,5777.32,5777.32,736.87,789.26,905.28,-210.21,-166.37,-43.85,3167货,-19.3货,111货,126货,1.91窾,N/A,66.9窾,-3.92窾,8.91窾,5.32窾,3282,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-88.2货,13964货,73.5货,162货,N/A,-8.00货,-1025货,19.8货,27.8货,N/A,-26.3货,-288货,15.4货,41.7货,N/A,-123货,12615货,109货,231货,N/A,N/A,N/A,N/A
2004/5/17,5632.58,5632.58,5450.72,5482.96,762.79,808.18,890.63,-236.89,-180.47,-56.42,3073货,-93.9货,94.1货,172货,4.94窾,N/A,54.5窾,-12.4窾,13.3窾,1.00窾,1678,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-92.6货,13871货,69.0货,162货,N/A,-12.9货,-1038货,12.0货,24.9货,N/A,-61.4货,-350货,17.2货,78.6货,N/A,-167货,12448货,98.2货,265货,N/A,N/A,N/A,N/A
2004/5/18,5500.64,5613.35,5461.19,5557.68,762.22,781.55,868.87,-252.29,-194.84,-57.46,3037货,-36.4货,100货,119货,5.70窾,N/A,59.9窾,5.39窾,8.66窾,14.3窾,2131,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-84.1货,13787货,76.0货,160货,N/A,5.46货,-1032货,22.7货,17.2货,N/A,-6.42货,-356货,22.6货,29.0货,N/A,-85.0货,12363货,121货,206货,N/A,N/A,N/A,N/A
2004/5/19,5690.18,5861.53,5684.52,5860.58,925.24,776.39,844.3,-240,-203.87,-36.13,3044货,6.98货,134货,119货,2.26窾,N/A,78.4窾,18.5窾,7.26窾,26.0窾,2428,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-38.7货,13748货,112货,151货,N/A,14.3货,-1018货,39.0货,24.7货,N/A,53.7货,-302货,72.5货,18.8货,N/A,29.3货,12392货,224货,194货,N/A,N/A,N/A,N/A
2004/5/20,5779.98,5926.27,5727.68,5815.33,1097.18,856.86,841.33,-227.28,-208.55,-18.73,3045货,8805窾,165货,161货,1.03窾,N/A,86.3窾,7.96窾,9.30窾,17.4窾,1403,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-44.0货,13704货,75.9货,120货,N/A,5.13货,-1013货,29.2货,24.1货,N/A,2.74货,-300货,48.6货,45.9货,N/A,-36.1货,12356货,154货,190货,N/A,N/A,N/A,N/A
2004/5/21,5836.08,5993.28,5805.72,5964.94,1091.58,927.8,858.53,-205.87,-208.01,2.15,3067货,22.1货,170货,152货,1.48窾,N/A,98.9窾,12.6窾,10.1窾,22.9窾,1771,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-12.2货,13692货,94.1货,106货,N/A,6.67货,-1006货,30.6货,24.0货,N/A,41.7货,-258货,66.9货,25.1货,N/A,36.2货,12392货,192货,155货,N/A,N/A,N/A,N/A
2004/5/24,5927.46,6021.5,5873.8,5942.08,856.39,946.52,877.35,-185.74,-203.56,17.82,3069货,2.01货,141货,138货,1.23窾,N/A,101窾,1.89窾,8.21窾,10.3窾,2121,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8028窾,13693货,61.2货,60.4货,N/A,6.39货,-1000货,21.5货,15.1货,N/A,7.69货,-250货,28.5货,20.8货,N/A,14.9货,12407货,111货,96.3货,N/A,N/A,N/A,N/A
2004/5/25,5917.08,6020.54,5917.08,5958.38,783.12,950.7,866.13,-166.35,-196.12,29.76,3069货,7388窾,126货,124货,1.14窾,N/A,105窾,3.90窾,5.63窾,9.74窾,1999,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8571窾,13694货,66.3货,65.4货,N/A,9.11货,-991货,28.5货,19.4货,N/A,3.01货,-247货,27.7货,24.7货,N/A,13.0货,12420货,122货,109货,N/A,N/A,N/A,N/A
2004/5/26,6098.53,6116.45,6026.9,6027.27,1068.89,979.43,877.91,-142.42,-185.38,42.96,3069货,-8175窾,176货,176货,6253,N/A,110窾,5.39窾,7.12窾,12.8窾,2919,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,41.6货,13735货,106货,64.8货,N/A,6.78货,-984货,31.2货,24.4货,N/A,16.5货,-231货,47.7货,31.2货,N/A,64.9货,12485货,185货,120货,N/A,N/A,N/A,N/A
2004/5/27,6068.95,6074.58,6001.44,6033.05,756.61,911.32,884.09,-123.16,-172.94,49.77,3080货,11.2货,129货,116货,8972,N/A,110窾,3064,7.09窾,7.69窾,2944,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18.8货,13754货,96.2货,77.4货,N/A,-2.99货,-987货,21.2货,24.2货,N/A,-3.46货,-234货,21.0货,24.5货,N/A,12.3货,12497货,138货,126货,N/A,N/A,N/A,N/A
2004/5/28,6087.23,6137.26,6035.93,6137.26,902.34,873.47,900.64,-100.57,-158.46,57.89,3080货,-152窾,134货,133货,1.18窾,N/A,115窾,4.99窾,6.11窾,11.6窾,4665,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,86.7货,13841货,183货,96.1货,N/A,-13.8货,-1001货,28.2货,42.0货,N/A,11.1货,-223货,30.2货,19.1货,N/A,84.1货,12582货,241货,157货,N/A,N/A,N/A,N/A
2004/5/31,6106.19,6106.19,5977.84,5977.84,752.46,852.68,899.6,-89.87,-144.74,54.88,3073货,-7.26货,128货,134货,1.13窾,N/A,113窾,-2.41窾,8.15窾,6.19窾,4417,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-27.5货,13813货,50.5货,78.0货,N/A,-22.0货,-1023货,27.7货,49.6货,N/A,-16.7货,-240货,20.9货,37.6货,N/A,-66.2货,12515货,99.0货,165货,N/A,N/A,N/A,N/A
2004/6/1,5991.49,5999.77,5895.17,5986.2,665.1,829.08,889.89,-83.89,-132.57,48.68,3075货,2.36货,109货,105货,1.14窾,N/A,96.4窾,-16.5窾,23.2窾,8.76窾,2.06窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.2货,13826货,64.9货,52.7货,N/A,-11.5货,-1034货,25.5货,37.0货,N/A,-28.5货,-268货,17.4货,45.9货,N/A,-27.8货,12488货,108货,136货,N/A,N/A,N/A,N/A
2004/6/2,5908.01,5945.54,5875.22,5875.67,558.8,727.06,853.25,-84.14,-122.89,38.75,3066货,-9.07货,87.3货,94.7货,9700,N/A,90.7窾,-5.74窾,9.64窾,9.86窾,5.93窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-30.3货,13795货,67.9货,98.3货,N/A,8819窾,-1033货,20.8货,19.9货,N/A,-18.7货,-287货,11.9货,30.6货,N/A,-48.1货,12439货,101货,149货,N/A,N/A,N/A,N/A
2004/6/3,5906.09,5919.72,5671.45,5671.45,857.49,747.24,829.28,-96.1,-117.53,21.43,3065货,-1.11货,134货,133货,1.47窾,N/A,89.4窾,-1.32窾,11.4窾,10.9窾,7932,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-81.4货,13714货,88.1货,170货,N/A,-7.82货,-1041货,22.2货,30.0货,N/A,-48.5货,-335货,16.8货,65.3货,N/A,-138货,12302货,127货,265货,N/A,N/A,N/A,N/A
2004/6/4,5667.08,5734.48,5630.12,5724.89,707.58,708.29,790.88,-106.77,-115.38,8.61,3053货,-11.4货,96.4货,103货,2.11窾,N/A,91.7窾,2.35窾,10.6窾,13.8窾,8093,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-2.85货,13711货,95.5货,98.4货,N/A,-12.6货,-1054货,22.2货,34.8货,N/A,-22.5货,-358货,15.8货,38.3货,N/A,-38.0货,12264货,134货,172货,N/A,N/A,N/A,N/A
2004/6/7,5803.01,5938.04,5793.96,5935.82,787.21,715.24,783.96,-98.16,-111.93,13.77,3055货,2.13货,112货,108货,9174,N/A,98.4窾,6.67窾,7.71窾,14.7窾,3113,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,63.2货,13774货,144货,80.7货,N/A,14.7货,-1039货,33.9货,19.2货,N/A,29.9货,-328货,50.2货,20.4货,N/A,108货,12371货,228货,120货,N/A,N/A,N/A,N/A
2004/6/8,6004.99,6010.5,5937.73,5986.76,984.52,779.12,804.1,-83.96,-106.34,22.38,3052货,-3.49货,146货,148货,9213,N/A,100窾,1.73窾,9.14窾,11.6窾,6788,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,98.3货,13873货,174货,75.3货,N/A,19.5货,-1019货,42.1货,22.5货,N/A,15.8货,-312货,42.8货,27.1货,N/A,134货,12505货,259货,125货,N/A,N/A,N/A,N/A
2004/6/9,5972.13,6010.05,5948.93,5965.7,656.17,798.6,762.83,-72.5,-99.57,27.07,3060货,8.01货,105货,95.0货,1.02窾,N/A,103窾,2.75窾,5.88窾,9.00窾,3667,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.86货,13881货,89.7货,80.9货,N/A,9.48货,-1010货,31.5货,22.0货,N/A,-4324窾,-313货,21.1货,21.5货,N/A,17.9货,12523货,142货,124货,N/A,N/A,N/A,N/A
2004/6/10,5915.96,5938.61,5834.04,5867.51,690.64,765.23,756.23,-70.33,-93.72,23.39,3062货,1.74货,107货,104货,1.15窾,N/A,98.6窾,-4.28窾,9.97窾,6.65窾,9669,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-56.4货,13825货,75.1货,132货,N/A,-4.41货,-1014货,30.7货,35.1货,N/A,-17.5货,-330货,16.8货,34.3货,N/A,-78.3货,12445货,123货,201货,N/A,N/A,N/A,N/A
2004/6/11,5806.83,5827.51,5728.2,5735.07,758.7,775.45,741.87,-77.44,-90.47,13.03,3056货,-5.38货,113货,115货,1.70窾,N/A,92.6窾,-6.00窾,10.5窾,5.21窾,6865,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-84.1货,13741货,75.6货,160货,N/A,-5.29货,-1020货,31.2货,36.5货,N/A,-28.4货,-359货,20.6货,49.0货,N/A,-118货,12327货,127货,245货,N/A,N/A,N/A,N/A
2004/6/14,5753.23,5782.67,5560.78,5574.08,672.03,752.41,733.83,-92.78,-90.93,-1.85,3029货,-27.3货,98.0货,120货,1.71窾,N/A,88.9窾,-3.74窾,11.2窾,7.95窾,4471,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-38.0货,13703货,71.1货,109货,N/A,9038窾,-1019货,22.2货,21.3货,N/A,-42.5货,-401货,16.7货,59.2货,N/A,-79.6货,12247货,110货,190货,N/A,N/A,N/A,N/A
2004/6/15,5546.27,5646.49,5514.17,5646.49,664.3,688.37,733.75,-104.5,-93.64,-10.85,3013货,-15.6货,85.0货,93.0货,2.35窾,N/A,85.3窾,-3.53窾,16.8窾,14.3窾,9917,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-35.9货,13667货,73.8货,110货,N/A,7998窾,-1018货,24.9货,24.1货,N/A,-7.21货,-408货,22.0货,29.2货,N/A,-42.3货,12205货,121货,163货,N/A,N/A,N/A,N/A
2004/6/16,5722.18,5722.18,5526.6,5560.16,647.77,686.69,742.64,-114.17,-97.75,-16.42,2983货,-30.2货,98.2货,122货,2.41窾,N/A,84.2窾,-1.18窾,9.30窾,8.51窾,3787,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.22货,13673货,84.9货,78.6货,N/A,6.68货,-1011货,21.7货,15.0货,N/A,-3.43货,-412货,17.6货,21.0货,N/A,9.47货,12214货,124货,115货,N/A,N/A,N/A,N/A
2004/6/17,5558.2,5709.5,5558.2,5664.35,809.75,710.51,737.87,-115.92,-101.38,-14.54,2986货,2.79货,116货,107货,2.47窾,N/A,88.0窾,3.86窾,12.6窾,17.0窾,4798,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.45货,13681货,115货,107货,N/A,4.34货,-1007货,27.2货,22.9货,N/A,6.39货,-405货,27.7货,21.3货,N/A,18.2货,12233货,169货,151货,N/A,N/A,N/A,N/A
2004/6/18,5628.8,5632.12,5551.1,5569.29,580.25,674.82,725.14,-121.44,-105.39,-16.05,2978货,-7.84货,83.9货,86.0货,2.83窾,N/A,84.0窾,-4.05窾,8.98窾,6.62窾,1.67窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-72.2货,13609货,65.0货,137货,N/A,9149窾,-1006货,24.2货,23.3货,N/A,-4.63货,-410货,13.6货,18.2货,N/A,-75.9货,12157货,103货,179货,N/A,N/A,N/A,N/A
2004/6/21,5666.61,5666.61,5542.36,5556.54,529.91,646.4,699.41,-124.38,-109.19,-15.19,2960货,-17.7货,85.4货,96.7货,2.74窾,N/A,83.4窾,-5569,7.06窾,8.91窾,2.42窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20.8货,13629货,65.1货,44.3货,N/A,-4.65货,-1011货,15.2货,19.8货,N/A,-9.32货,-419货,12.4货,21.7货,N/A,6.83货,12164货,92.7货,85.8货,N/A,N/A,N/A,N/A
2004/6/23,5591.79,5758.15,5591.79,5729.3,858.93,685.32,686.85,-115.56,-110.47,-5.1,2962货,1.41货,115货,105货,3.12窾,N/A,80.9窾,-2.51窾,10.5窾,13.1窾,2.03窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,33.7货,13663货,161货,128货,N/A,6.84货,-1004货,29.2货,22.4货,N/A,18.2货,-401货,35.9货,17.7货,N/A,58.7货,12222货,226货,168货,N/A,N/A,N/A,N/A
2004/6/24,5765.65,5799.81,5720.38,5779.09,732.82,702.33,694.51,-101.96,-108.76,6.81,2954货,-7.80货,103货,107货,1.27窾,N/A,80.4窾,-4724,9.78窾,10.5窾,1.20窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31.7货,13695货,104货,71.9货,N/A,14.5货,-989货,34.3货,19.8货,N/A,12.4货,-389货,25.4货,13.1货,N/A,58.6货,12281货,163货,105货,N/A,N/A,N/A,N/A
2004/6/25,5767.38,5827.97,5753.51,5802.55,756.1,691.6,701.06,-87.98,-104.61,16.63,2945货,-8.69货,109货,115货,1.45窾,N/A,81.6窾,1.17窾,7.41窾,9.60窾,1.00窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,43.3货,13738货,110货,66.5货,N/A,11.3货,-978货,33.5货,22.1货,N/A,5.01货,-384货,22.4货,17.4货,N/A,59.6货,12341货,166货,106货,N/A,N/A,N/A,N/A
2004/6/28,5806.62,5807.26,5680.51,5709.84,578.44,691.24,683.03,-81.59,-100,18.41,2938货,-7.78货,85.6货,91.5货,1.04窾,N/A,75.3窾,-6.30窾,7.60窾,3.87窾,2.53窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.99货,13748货,75.8货,65.8货,N/A,-16.6货,-995货,13.8货,30.4货,N/A,-20.7货,-404货,7.21货,28.0货,N/A,-27.4货,12313货,96.7货,124货,N/A,N/A,N/A,N/A
2004/6/29,5672.72,5741.52,5652.44,5741.52,484.91,682.24,664.32,-76.26,-95.25,18.99,2936货,-1.39货,62.8货,61.9货,1.34窾,N/A,77.2窾,1.87窾,5.04窾,9.02窾,2.11窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24.2货,13772货,87.2货,63.0货,N/A,-11.1货,-1006货,20.7货,31.7货,N/A,-5.94货,-410货,13.0货,18.9货,N/A,7.17货,12320货,121货,114货,N/A,N/A,N/A,N/A
2004/6/30,5800.89,5851.17,5790.7,5839.44,773.48,665.15,675.24,-62.37,-88.68,26.31,2921货,-15.3货,101货,114货,1.38窾,N/A,80.3窾,3.15窾,5.33窾,10.3窾,1.80窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,95.9货,13868货,170货,73.8货,N/A,14.6货,-991货,35.1货,20.5货,N/A,11.7货,-399货,34.0货,22.3货,N/A,122货,12443货,239货,117货,N/A,N/A,N/A,N/A
2004/7/1,5849.74,5870.59,5810.88,5836.91,692.01,656.99,679.66,-50.08,-80.96,30.88,2922货,8865窾,107货,104货,1.21窾,N/A,84.9窾,4.57窾,6.44窾,11.8窾,7876,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.64货,13878货,68.5货,58.8货,N/A,-2217窾,-991货,34.5货,34.7货,N/A,7.33货,-391货,18.9货,11.6货,N/A,16.7货,12459货,122货,105货,N/A,N/A,N/A,N/A
2004/7/2,5738.22,5775.76,5716.77,5746.7,531.13,611.99,651.8,-47.25,-74.22,26.96,2928货,6.29货,81.6货,72.5货,1.55窾,N/A,78.7窾,-6.18窾,10.6窾,4.95窾,5383,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-82.3货,13795货,49.3货,132货,N/A,-16.1货,-1007货,18.2货,34.2货,N/A,-13.9货,-405货,10.2货,24.0货,N/A,-112货,12347货,77.6货,190货,N/A,N/A,N/A,N/A
2004/7/5,5687.61,5707.08,5627.72,5659.78,440.94,584.49,637.87,-51.11,-69.6,18.49,2913货,-14.6货,65.1货,77.1货,1.44窾,N/A,72.1窾,-6.62窾,9.41窾,3.33窾,5167,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-16.6货,13779货,38.0货,54.6货,N/A,-19.8货,-1027货,14.2货,34.0货,N/A,-15.0货,-420货,9.28货,24.2货,N/A,-51.4货,12296货,61.4货,113货,N/A,N/A,N/A,N/A
2004/7/6,5675.32,5733.57,5656.92,5733.57,414.5,570.41,626.33,-49.5,-65.58,16.08,2908货,-5.10货,61.0货,62.6货,1.46窾,N/A,75.3窾,3.20窾,5.97窾,9.73窾,5509,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-3482窾,13778货,46.8货,47.1货,N/A,-7.70货,-1035货,16.0货,23.7货,N/A,3.31货,-417货,12.0货,8.68货,N/A,-4.74货,12291货,74.8货,79.5货,N/A,N/A,N/A,N/A
2004/7/7,5643.65,5745.1,5643.65,5727.78,503.79,516.47,590.81,-47.93,-62.05,14.11,2907货,-8580窾,67.4货,65.5货,1.39窾,N/A,71.6窾,-3.72窾,10.5窾,7.09窾,3063,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1.27货,13777货,87.6货,88.9货,N/A,6.70货,-1028货,16.8货,10.1货,N/A,-4.50货,-421货,10.9货,15.4货,N/A,9233窾,12292货,115货,114货,N/A,N/A,N/A,N/A
2004/7/8,5743.82,5780.68,5709.61,5713.39,545.61,487.19,572.09,-44.71,-58.58,13.87,2901货,-6.62货,77.1货,80.5货,2.01窾,N/A,74.5窾,2.92窾,5.64窾,8.83窾,2156,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16.9货,13794货,92.6货,75.7货,N/A,5.60货,-1023货,21.4货,15.8货,N/A,-1.41货,-423货,11.9货,13.3货,N/A,21.1货,12313货,126货,105货,N/A,N/A,N/A,N/A
2004/7/9,5736.95,5779.89,5694.76,5777.72,551.14,491.2,551.6,-39.42,-54.75,15.33,2901货,4282窾,80.2货,76.6货,1.61窾,N/A,73.7窾,-7500,7.62窾,7.09窾,1812,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.43货,13796货,70.9货,68.4货,N/A,2.02货,-1021货,22.2货,20.2货,N/A,10.6货,-412货,20.6货,9.91货,N/A,15.1货,12328货,114货,98.6货,N/A,N/A,N/A,N/A
2004/7/12,5802.35,5804.92,5751.4,5758.74,593.91,521.79,553.14,-33.96,-50.59,16.63,2905货,3.54货,95.6货,89.6货,1.14窾,N/A,74.1窾,3254,5.72窾,6.30窾,2582,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1429窾,13797货,75.5货,75.4货,N/A,7.75货,-1013货,21.0货,13.2货,N/A,5847窾,-412货,16.2货,15.6货,N/A,8.48货,12336货,113货,104货,N/A,N/A,N/A,N/A
2004/7/13,5718.18,5720.95,5683.56,5685.57,546.04,548.1,559.25,-35.24,-47.52,12.28,2904货,-1.08货,82.1货,79.9货,1.31窾,N/A,72.2窾,-1.89窾,7.28窾,5.65窾,2476,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-4.00货,13793货,94.0货,98.0货,N/A,-3.38货,-1016货,16.7货,20.1货,N/A,-6.70货,-418货,10.5货,17.2货,N/A,-14.1货,12322货,121货,135货,N/A,N/A,N/A,N/A
2004/7/14,5695.2,5698.86,5623.65,5623.65,516.86,550.71,533.59,-39.94,-46.01,6.06,2889货,-14.9货,71.0货,82.3货,1.70窾,N/A,69.3窾,-2.90窾,7.74窾,5.59窾,7325,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-7.96货,13785货,92.7货,101货,N/A,-5.09货,-1021货,9.71货,14.8货,N/A,-10.6货,-429货,11.2货,21.8货,N/A,-23.7货,12299货,114货,137货,N/A,N/A,N/A,N/A
2004/7/15,5596.07,5611.64,5506.21,5542.8,613.02,564.19,525.69,-50.48,-46.9,-3.58,2875货,-14.0货,83.5货,92.4货,1.91窾,N/A,63.4窾,-5.91窾,11.1窾,6.06窾,9197,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-52.6货,13732货,92.8货,145货,N/A,-20.6货,-1042货,13.3货,34.0货,N/A,-15.5货,-444货,17.4货,32.9货,N/A,-88.8货,12210货,124货,212货,N/A,N/A,N/A,N/A
2004/7/16,5501.93,5577.19,5501.93,5502.14,500.26,554.02,522.61,-60.56,-49.63,-10.92,2862货,-12.9货,67.9货,79.4货,2.40窾,N/A,66.3窾,2.90窾,6.50窾,10.4窾,1.05窾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.78货,13740货,94.5货,86.7货,N/A,-7.37货,-1049货,17.5货,24.9货,N/A,-4.66货,-449货,9.92货,14.6货,N/A,-4.26货,12206货,122货,126货,N/A,N/A,N/A,N/A
2004/7/19,5483.61,5528.01,5433.31,5489.1,495.85,534.41,528.1,-70.63,-53.83,-16.8,2834货,-27.8货,69.6货,88.0货,2.44窾,N/A,62.5窾,-3.77窾,8.98窾,5.68窾,4695,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.42货,13746货,64.5货,58.1货,N/A,-5.54货,-1055货,16.8货,22.3货,N/A,-3.54货,-453货,13.8货,17.3货,N/A,-2.67货,12203货,95.1货,97.7货,N/A,N/A,N/A,N/A
2004/7/20,5453.75,5476.75,5314.6,5325.68,633.93,551.99,550.04,-87.62,-60.59,-27.03,2760货,-74.3货,83.0货,142货,3.31窾,N/A,54.9窾,-7.56窾,10.6窾,3.68窾,6360,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21.1货,13767货,114货,93.1货,N/A,-6.89货,-1062货,21.5货,28.4货,N/A,-12.9货,-466货,16.2货,29.1货,N/A,1.29货,12204货,152货,151货,N/A,N/A,N/A,N/A
